Inner Device Heat Gains.Timestep;Time;Sum [kWh]
5280;2010/7/4 16:00;0.5017119790344449
5340;2010/7/4 17:00;0.34425429625932996
5400;2010/7/4 18:00;0.5399948807133934
5460;2010/7/4 19:00;1.190298587491674
5520;2010/7/4 20:00;0.5170677174338477
5580;2010/7/4 21:00;1.1390308264120081
5640;2010/7/4 22:00;0.3723622457588926
5700;2010/7/4 23:00;0.22708742465240975
5760;2010/7/5 0:00;0.04798110702880374
5820;2010/7/5 1:00;0.04794944766477062
5880;2010/7/5 2:00;0.048134149456320836
5940;2010/7/5 3:00;0.13025193587363637
6000;2010/7/5 4:00;0.08479756702561221
6060;2010/7/5 5:00;0.04826355339723312
6120;2010/7/5 6:00;1.5868363512926087
6180;2010/7/5 7:00;1.5310970602485816
6240;2010/7/5 8:00;0.16608155265022093
6300;2010/7/5 9:00;0.08189628835563978
6360;2010/7/5 10:00;0.04736161681431639
6420;2010/7/5 11:00;0.04820070459497935
6480;2010/7/5 12:00;0.04762462567383087
6540;2010/7/5 13:00;0.16393568843670303
6600;2010/7/5 14:00;0.5361019978912862
6660;2010/7/5 15:00;0.2779055455857627
6720;2010/7/5 16:00;0.047186728507018334
6780;2010/7/5 17:00;0.047557551266944796
6840;2010/7/5 18:00;0.16789828198762635
6900;2010/7/5 19:00;0.37432466253132307
6960;2010/7/5 20:00;1.5950192606650873
7020;2010/7/5 21:00;0.3128228947374507
7080;2010/7/5 22:00;0.13497883216076023
7140;2010/7/5 23:00;0.10897119299358035
7200;2010/7/6 0:00;0.09590385839110163
7260;2010/7/6 1:00;0.0481818509426633
7320;2010/7/6 2:00;0.04824077257378446
7380;2010/7/6 3:00;0.04759217614521404
7440;2010/7/6 4:00;0.15072509233992346
7500;2010/7/6 5:00;0.07142417719142283
7560;2010/7/6 6:00;2.0206296428442587
7620;2010/7/6 7:00;0.7550955787407119
7680;2010/7/6 8:00;0.15349675644518376
7740;2010/7/6 9:00;0.1371649851341335
7800;2010/7/6 10:00;0.09780389654906214
7860;2010/7/6 11:00;0.047791498130091085
7920;2010/7/6 12:00;0.04777585815465612
7980;2010/7/6 13:00;0.05939155852719432
8040;2010/7/6 14:00;0.2079184861373469
8100;2010/7/6 15:00;0.1850980505365354
8160;2010/7/6 16:00;0.04749079898717984
8220;2010/7/6 17:00;0.44912856818288277
8280;2010/7/6 18:00;0.8886331708851856
8340;2010/7/6 19:00;1.2931313607100279
8400;2010/7/6 20:00;0.3807565978288667
8460;2010/7/6 21:00;1.0040972643537867
8520;2010/7/6 22:00;0.6674883712974347
8580;2010/7/6 23:00;0.2912756254385325
8640;2010/7/7 0:00;0.047823087774903156
8700;2010/7/7 1:00;0.13762161331201783
8760;2010/7/7 2:00;0.09024646650820242
8820;2010/7/7 3:00;0.05058278684285727
8880;2010/7/7 4:00;0.049977522925415116
8940;2010/7/7 5:00;0.048128666727424836
9000;2010/7/7 6:00;1.1091552364602073
9060;2010/7/7 7:00;1.2905430467826609
9120;2010/7/7 8:00;0.11294988740649282
9180;2010/7/7 9:00;0.047872277642685895
9240;2010/7/7 10:00;0.048223951761840925
9300;2010/7/7 11:00;0.04745061563380228
9360;2010/7/7 12:00;0.12100165791595136
9420;2010/7/7 13:00;0.08947792166928167
9480;2010/7/7 14:00;0.06470641406675931
9540;2010/7/7 15:00;0.0684946428589875
9600;2010/7/7 16:00;0.2295646416429059
9660;2010/7/7 17:00;0.6055872395126787
9720;2010/7/7 18:00;2.4929322043554625
9780;2010/7/7 19:00;1.2541638361873784
9840;2010/7/7 20:00;0.882193366862023
9900;2010/7/7 21:00;0.29089060443598036
9960;2010/7/7 22:00;0.33943647028715906
10020;2010/7/7 23:00;0.3045667066777342
